id,name,description,label
1730,15697549 14853038 15706551 14858898 14851759 88 102 105 99 117 104 110 99,14925703 14789561 14851257 14714546 15697549 14853038 14785469 14851759 14925245 15252363 14846120 15632285 15710336 14846102 15632262 14791055 14780072 14782353 15706282 15636660 14720387 14782910 14859144 14925705 14785469 14851759 14925245 14925205 14847407 15697549 14853038 14976901,15632285 15706536 14721977 14925219
1731,14859198 14859922 14847406 14782092,14925757 14720179 14783914 14859956 14846135 14720387 14925756 14783914 14780567 14924188 15704197 14719884 14859198 14859922 14720387 14728379 14849935 14780320 14856354 14844592,15632285 15706536 14721977 14925219
1732,14849929 15704193 15635099 15706282 15636660 14847406 14782092 88 14844043 14859681,14717871 14925193 15710881 15710906 14849929 15704193 15635099 15706282 15636660 14847406 14782092,14786237 15697082 14722731 14924977
1733,14925696 14858640 15697318 14721711,15641759 15632280 15705739 14779522 15252363 15697318 14860165 14720179 14783914 15252363 15704454 15634620 14780847 15632262 15252363 14858412 15632280 14925219 14786452 15252363 15637896 14782641 14780811 14780582 15696045 15632270 14846111 14846865 14976901 14727561 15697318 14794664 15697318 14859143 14782384 15252363 14858125 14925228 15708546 14924425 14924452 15630486 15252363 14715310 15710891 83 44 55 15252363 14791087 15708299 15631546 15708829 15635894 14976901 14844074 14845848 14925195 14846598 14853021 14859955 14925757 15630486 15702410 14781842 15708803 14785469 14784899 14925716 14925725 14720387 14785418 14847398 14728328 15641995 14846093 14717871 14782384 14846116 14722454 14720191 14924711 15252363 14850991 14924688 14853021 15697318 14721711 15710888 14924977 14925738 15696822 15639953 15697803 14844093 15252363 14790838 14846096 14859960 14853024 15697318 14721711 14781842 15708803 15697794 14848411 14716854 15252358 14925696 14858640 15697318 14721711 39 15042451 15042451 39 14785469 14784899 14781842 15708803 15697794 14925464 14850991 14924472 14717871 14720387 14714261 15697318 14859667,15630486 15702410 14718849 15709093
1734,14727356 15706262 14853024 14860175 39 97 104 117 39 110 72 84,14780567 14924188 15706282 15636660 15706241 14847916 14858898 14844578 14782848 14854800 15252363 14859953 15710364 15705739 14727356 15706262 14976901,14783134 15697333 14854817 14925479
1735,14782100 14720387 14849952 14846143 14785469 14724264 42 42 102 105 99 117 104 110 99,14844093 14721176 15710881 15705739 14925725 14720387 14846123 15710881 14925716 14717871 14859956 14846135 15252363 15696051 14847388 14925193 14925757 14925471 14854565 14780567 14924188 14925716 14925725 14976902 14854542 14844591 14976902 14924216 14781104 14720387 14854553 14782641 14846123 15710881 14849419 14728609 15710881 14785418 14847398 14976901 14925471 14854565 14846120 14858665 14923942 14844596 14791855 15042459 14782100 14720387 14849952 15042458 14844587 14924688 14846128 14859953 14925708 15710906 14925471 14854565 14724264 70 87 87 43 14925757 14844093 15705739 14845597 14852794 14844033 14852992 14976901 15706274 14859956 14846135 14844592 14785422 14854542 14844591 14846120 15637159 15252363 14924976 14788539 14854553 14779559 15252363 15705739 14725004 14846120 15710394 14794152 14723726 14716606 14714302 14976901,14844093 15705739 14854331 15699885
1736,14859154 14847388 15632264 15635099,14782358 14924971 14845597 14720387 14786472 14925703 14925741 14925205 14847407 14856118 14925463 14782903 14855573 14924436 15252363 14925756 15704454 14786472 15702410 14849935 14925185 70 85 81 85 14976902 14924436 14779288 14976902 14925245 15696831 15706241 14847916 14723726 14781831 14785448 14925757 14925703 14924436 14720387 14925245 14785469 14925219 14925205 15710888 14924977 14976901 14924945 14786472 14848641 14854577 14728632 14925708 14859154 14791302 14976902 14849983 14726542 14720387 14925703 14925741 15701922 15635335 14847918 14851759 15252363 15632285 15710336 14785422 15708580 14720387 14925205 14847407 14924436 15641995 15252363 14849983 14859154 14717871 14782384 14925756 14847407 14846085 14925705 14976902 14844596 14791855 14976902 15696045 14925756 14847873 14925228 14976901 14849931 14782641 14925205 14847407 14925738 14787466 14844578 14849158 14716555 14844548 14726055 15252363 14780567 15641759 14849158 14716555 14719138 14849930 14859681 14849419 14717871 14782384 14720387 14726559 14780320 15252363 15632285 15710336 14858665 14923942 14783400 14924959 14976902 14858665 14923942 14846630 14847935 14723726 15701922 15635335 14782092 14789042 15252363 14854539 14782359 14717871 14782384 14791055 15709118 15634602 14715304 15252363 15704228 14844340 14848641 14854577 14780847 14859960 15637945 14976902 15710891 14846865 14715264 14924425 14723726 14717084 14714302 14976901,15630486 15702410 14718849 15709093
1737,14786452 15701668 110 72 84,14786452 15701668 14786472 14925703 14789561 14860201 14847406 14925709 14860165 14844587 14846143 14846093 14781317 14716555 14924678 14925725 15701668 14847385 15704195 15698820 15710359 14924443 14720387 14925716 14925725 14849935 15704195 14723494 14718849 15710888 14924977 15252363 14780567 14924188 15701668 14721183 14847385 14844290 15631535 14850991 14923942 14780072 14781868 15637429 14976902 14781842 15708803 14844596 14726332 14723494 14718849 14976902 14925710 14924701 15710359 14924443 14723726 14782910 15637157 14720387 14723494 14718849 14847384 15697082 15252363 14782100 15632295 15701668 14720150 15641759 14925219 14786452 14849935 15704195 14976902 14924988 14847398 14780567 15630741 14976902 14925741 14780320 14854557 14847921 14723726 14785418 14847398 14925703 14924436 14846865 14859956 14846135 15252363 14854553 14715319 15701668 14847385 14925196 14847398 14720387 14925205 15697555 14727830 44 14976901 54 41 39 14924988 14847398 14723494 14718849 14976902 14924701 15706537 14723494 14718849 14976902 14854566 14782142 14723494 14718849 14925703 14720169 14925185 14713777 15252363 87 68 14724264 14976902 14721212 14847407 14724264 14854539 14727561 14925219 14925205 15252363 14792088 15632285 14846600 14924443 14925731 14925706 15706280 14976901 53 41 39 14788542 14781097 14925741 14925245 14720387 14854553 15638146 14779522 14844338 15252363 14846120 15637896 14782641 14784674 15706277 14925219 14786452 14849935 15704195 14716337 14780294 14976901 52 41 39 15701668 14925196 14924701 14976902 14720150 14925196 14924701 14976902 15697318 14925723 14853024 14924701 15252363 14844587 14846143 14925710 14924701 14779522 14844338 14846644 14782641 14846120 14719884 14976901 51 41 39 14844587 14846143 14925196 14847398 14925705 14925741 14925245 14791612 14847407 14720387 14858626 14847385 14723494 14718849 14976901 50 41 39 15706246 14847935 14860165 14851005 14720191 14844596 14791826 15704195 15252363 14846120 14850991 14721212 14847407 15706553 14852992 14925709 15637896 14782641 14784674 14719884 14976901,14847385 14844587 14848641 14847398
1738,66 102 116 126 100 102 117,14845595 15710881 14785418 14847398,14924216 14781104 14717848 14791612
1739,67 114 101 101 110 105 96 87 107 102 115 97 104 117 106 88 110 72 84,14925703 14789561 15710364 15705739 14859960 14849677 15630986 15636660 14847921 14924443 14720387 70 87 87,14858934 15636660 15704193 14849963
1740,14853021 14719884 15638402 15706300,14853021 14719884 15638402 15706300,14782903 15634620 15638402 15706300
1741,100 102 116 110 100 88 115 102 127 110 88 102 105 99 117 104 110 99,14786237 14779040 14844093 14721176 14846143 14785469 14724264,14844093 15705739 14854331 15699885
1742,14786237 15697082 15706282 15636660 14785469 14851759 14925245 54 53 52 51,14717874 15635335 14785469 14851759 14925245,14847385 14844587 14848641 14847398
1743,125 111 110 105 98 105 96 107 110 102 104 115 110 102 105,15710366 14786472 14925703 14789561 14856118 14925463 14726844 14720387 14721977 14925219 14859667 14717871,15632285 15706536 14721977 14925219
1744,102 110 100 102 107 107 88 107 110 105 114 127,14786237 15697082 14717874 15706266 14785469 14851759 14925245,14847385 14844587 14848641 14847398
1745,14846601 14925245 14852794 14846143 14785469 88 110 72 84,15696051 14847388 14925193 14925757 14857858 14792598 14976902 14717598 14854817 14717848 14976902 14794687 14854565 14780567 14924188 14924703 15709103 14976902 14924216 14781104 14720387 14925738 14782848 14717871 15710881 14785418 14847398 14976901,14844093 15705739 14854331 15699885
1746,109 114 99 126 47 102 105 99 117 104 110 99 46,14858113 14853303 15636660 14923942 14846128 14854553 14782641 15710891 14846865 14782359 14782848 14854800 15252363 14860201 14847406 14849963 15637915 15697794 14849931 14789284 14860223 14925245 14925219 14791302 14976901,14924216 14781104 14717848 14791612
1747,14792355 14850945 14847900 14924443,14780811 14925709 14717874 14854807 14925473 15638402 15706300 14721689 14851759 15252363 14844554 15709118 14858120 15706291 14844318 14924443 14721977 14846909,14782903 15634620 15638402 15706300
1748,15630486 14786237 14792320 14854817 15699126 15706282,14717871 14925193 14783134 15697333 14854817 14925479,14783134 15697333 14854817 14925479
1749,14779040 14925452 14853303 88 74 98 53,14925703 14789561 14786237 14779040 14720387 15697549 14853038 15710888 14924977 15252363 15632285 15710336 15706282 15636660 14925219 14925205 15698352 14858640 14854334 14782910 14720387 14852794 14779288 14976901,15632285 15706536 14721977 14925219
1750,14726836 15638452 15710881 14854554 15706282 15636660,15710881 14854554 15706282 15636660 14847406 14782092 70 119 119,14924216 14781104 14717848 14791612
1751,87 78 73 66 15706282 15636660 14847406 14782092,15710881 15710906 15706553 14852992 14786237 15697082 15706282 15636660 14847406 14782092,14924216 14781104 14717848 14791612
1752,14844558 15632280 14728613 14846850,14860201 14847406 14717871 14782384 15696045 14847407 14781861 14847927 14858665 14923942 14728613 14846850 15252363 14925706 14924701 15706542 14717871 14782384 15635358 15710336 14925703 14925741 14858665 14923942 14728613 14846850 15252363 15706542 14717871 14782384 15252363 14850991 14719654 15704206 14720387 14782641 14845854 15252363 14856354 14924443 14720387 14782641 14845854 15252363 14925709 14846354 14782087 14720387 14782641 14845854 15631546 15697082 14853016 15696045 14847407 14860201 14847406 14717871 14782384 14781861 14728613 14846850 14976901,14924216 14781104 14717848 14791612
1753,15697555 14847407 14925206 14721176 15710881,14854331 15699885 14847927 14721176 15710881 14727830 14714302 14782353 15697794 14786489 14721981 15710881 15710593 14924426 14727849 14720387 14782641 14845854 15252363 15637383 15704454 14783914 14781858 15706282 15636660,14844093 15705739 14854331 15699885
1754,14860201 15699349 14846143 14785469 14724264,14860201 15699349 14846143 14785469 14724264,14844093 15705739 14854331 15699885
1755,14851237 15709098 14848641 14850185,14851237 15709098 14848641 14850185,15709098 14716590 14924703 14779559
1756,14844856 14724258 14854554 15709082,101 102 104 101 98 110,14786237 15697082 14722731 14924977
1757,14716572 14728609 14853009 14846609 15630986 15632262 14724264,14785418 14847398 14925193 14726542 14925722 14720387 14859956 14846135,14924216 14781104 14717848 14791612
1758,15706536 15639705 15710888 14924977 14791308 15706258,15706536 15639705 15710888 14924977 14791308 15706258 15706536 15639705 15710888 14924977 14791308 15706258 15706536 15639705 15710888 14924977 14791308 15706258 15706536 15639705 15710888 14924977 14791308 15706258 15706536 15639705 15710888 14924977 14791308 15706258,14844593 14924945
1759,14859956 14854542 15710881 15638190,15710881 15638190,15630486 15702410 14718849 15709093
1760,14925738 14844595 14782092 14785469 15706282 14714302 14852752 14924977 52 41 55,14924472 14717871 14854557 14847921 15706282 14714302 14852752 14924977 14859143 14846102 15706282 15636660 14847406 14782092,14856354 14844592
1761,14785469 14851759 14925245 69,14849723 14846124 14925738 14858372,14786237 15697082 14722731 14924977
1762,97 115 88 102 105 99 117 104 110 99,14794687 14782344 14844290 15706282 15636660 14849963 14844318 14847384 15697082,14794687 14782344
1763,15639704 14793385 52 41 55 88 102 105 99 117 104 110 99,14976909 15639704 14793385 14976908 14925703 14789561 14853021 14859956 14846135 14976902 14846120 14781588 14857874 14720387 14727561 15639704 14714046 15639213 14925205 14847407 14783134 14854817 14794687 14782344 15710888 14924977 15252363 14924962 15639975 15704449 14780320 14720387 14847900 14782903 14858113 14727561 15639704 14714046 15639213 14718849 14858418 14976902 14781831 14856352 14924962 14856118 14925463 14720387 14782910 14859144 14924711 14780815 14728350 14788744 14924426 14714046 15639213 14716854 14852794 15697794 15252363 15706542 14715310 14854577 14850991 14925205 14847407 14783134 14854817 14925738 14854817 14925479 14788744 15632020 14727561 15639704 14720387 14714046 15639213 14782910 14791826 15252363 14850991 14790566 14781592 14925738 14858640 14847927 14854553 15708338 14976901,14924216 14781104 14717848 14791612
1764,117 108 111 99 88 110 72 84,14847385 14844587 14721689 14851759,14847385 14844587 14848641 14847398
1765,53 14727561 15639704 15706557 14850716,54 54,14924216 14781104 14717848 14791612
1766,15635128 14854542 84 52 55 53 42 54 63 42 14852794 14860201 14782092 42 14847406 14718849 52 41 55,15710881 15710906 15640254 14720169 39 14844290 15631535 14859667 14717871,14786237 15697082 14722731 14924977
1767,14715319 14851005 14924443 14925725 14723494 14718849 14726332 14728344,15632285 15710336 14846636 14786456 14854557 14924426 14846093 14716590 15697555 14727830 14781831 14785448 14722729 14923930 14715319 14851005 14924443 14925725 14720387 14847927 14924426,14783134 15697333 14854817 14925479
1768,14786188 14792344 14858120 15706291 15638402 15706300,14786188 14792344 14782848 14854817 14850185 14854542 14846612 14716559 14785451,14782903 15634620 15638402 15706300
1769,14925473 14782608 14858120 15706291 14854542 14846612 14716559,14844554 15709118 14719884 14858120 15706291 15252358 14848936 14925703 14844554 15709118 14858120 15706291 15706288 15638402 15706300 14851759 15252358 14925473 15703724 14858370 14852992 14858120 15706291 15638402 15706300 14721689 14851759 15252363 14847384 15697082 14924436 15641995 14844591 15637157 14846592 14728608 15252363 14853024 15630472 14844554 15709118 14858120 15706291 15252358 14844591 14727830 14858120 15706291 14924988 14924455 14784411 14976901 14925703 15635369 14728084 14854815 14847927 14785451 14850999 15252363 15706542 14924455 15637896 14782641 15637896 14850999 15696045 14717878 14717570 15706300 14976901 14846596 14925696 14925473 14846092 14789284 14850991 14924472 14717871 15252363 15710367 14925706 14858412 14785186 14925708 15710906 15252358,14782903 15634620 15638402 15706300
1770,14784174 14924196 102 119 119,14784174 14782111 15710881 14782594 15705739 14783420 14717602,14844093 15705739 14854331 15699885
1771,84 106 102 117 115 75 104 96 110 116 115 110 100 116,14786237 15697082 14716590 14791302,14924216 14781104 14717848 14791612
1772,14785458 14844856 14727830 14788518 15710881 88 102 105 99 117 104 110 99,14785458 14844856 14727830 14859963 14844856 14726055 15709103 14783134 15697333 14925205 14847407 14723494 14718849 14859956 14846135 15252367 112 112 112 41 99 114 104 104 104 104 41 100 104 106 15252366 14786472 14785458 14844856 14727830 14925757 14859963 14844856 14976902 14851242 14782910 14976902 14854577 14859690 14845881 14847388 14782100 15632295 14720387 14925205 14847407 14925219 14791302 14859956 14846135 14846093 14851242 14847398 14723494 14718849 14859956 14846135 15252363 14854532 14717878 15704193 15639958 14785418 14847398 14976902 15634607 14721414 14786223 14787719 14976902 14851242 14847398 14723494 14718849 14859956 14846135 14976902 14858665 14854577 14851242 14976902 14780811 14925709 14851242 14846909 14723726 14844071 14853024 15631535 14847873 14728323 14782359 14976901 14721174 14854817 15641759 14783119 14720387 14723494 14718849 14726332 14728344 15252363 15706542 14851242 15635128 14849419 15697798 14860175 14781852 14859140 14925185 14924711 14728344 14728838 14718871 14720387 14851242 14847398 14723494 14718849 14856354 14924443 15252363 14844591 15637157 14780567 14846592 14859963 14844856 14851242 14923942 14780072 14846865 14723494 14718849 14792627 14859956 15252380 14858412 15632280 14924216 14781104 14720387 15708335 14859956 14846135 15706552 15634601 14782910 14859144 15252363 15706542 14854577 15635128 15637896 14782641 15637896 14850999 14846085 14925705 14854830 14854807 14720387 14782359 15635128 15710895 15710398 15252363 14849714 14781859 14854830 14854807 14714302 14714302 14793907 14793907 14976901,14783134 15697333 14854817 14925479
1773,110 75 110 96 111 115 88 119 117 104 88 102 105 99 117 104 110 99,110 75 110 96 111 115 52 41 55 14786472 14850237 14925193 15701146 14716574 51 41 55 14720387 14858115 15639958 14781831 14785448 14859143 14846102 14720387 14782092 14785469 14859667 14717871 15252363 14925705 14858926 14714536 15630986 14852752 14924472 14717871 14976901,14786237 15697082 14722731 14924977
1774,112 126 14854572 14782864 14858120 15706291 115 127 115,112 126 14854572 14782864 115 127 115,14782903 15634620 15638402 15706300
1775,67 102 105 96 93 111 98 105 96,14849455 15706277,15632285 15706536 14721977 14925219
1776,115 117 102 105 116 107 102 115 104 117 52 52,14727356 15706262 14785469,14786237 15697082 14722731 14924977
1777,15701899 14844563 15705739 15710881 15706551 14858898 14924973,14782092 14785469 14924443 14925757 15705739 15710881 15706551 14858898 14924973 39 15252363 14858898 14847921 15704193 15639958 14720387 14847873 14925228 15252363 14847911 15638179 15252363 15630474 14849722 14849930 14976901 14925703 15635369 14854331 15699885 15252363 14854331 15699885 15710895 15710398 14784674 14719884 14723726,14786237 15697082 14722731 14924977
1778,15709093 14782903 14720169 14844092 15697794 88 75 110 105 114 127,15709093 14782903 14720169 14844092 15697794 14780567 14924188 14788744 14782626 15641759 14794626 14851257 14716544,15630486 15702410 14718849 15709093
1779,14849173 14849173 14854817 14854021 88 110 72 84,14792102 14785422 14851251 14853534 14720387 14851258 15638146 14854817 14788518,14783134 15697333 14854817 14925479
1780,14782594 14794687 14854554 14844607 125,14782594 14794687 14854554 14844607 125,14844093 15705739 14854331 15699885
1781,14715827 14849186 15697035 15706250,14925716 14791855 14925193 14727561 14851258 14717598 14854817 14846610 15706250 14854817 14925479 14846093 14717598 14854817 15708803 15706536 14720387 15697035 15706250 15710888 14924977 14976901,14783134 15697333 14854817 14925479
1782,65 102 105 96 65 102 105 96 84 106 102 107 107,111 102 111 102,14924216 14781104 14717848 14791612
1783,14794670 14848641 14853021 14855573 14924436 14854564 14924711,15706282 15636660 14849935 14782359,14856354 14844592
1784,15704228 15635588 39 70 105 99 117 104 110 99,15704228 15635588 14786472 14925716 14791855 14860175 14717848 14925205 14847407 14720387 14925703 14925741 14856354 14844592 15252363 14786472 14924988 14847398 14720387 14925703 14721162 14782903 14715310 14791826 15252363 14858113 14924443 14925725 14976902 15632285 14719138 14976902 14844593 14924945 15708803 14782878 14844598 14925228 14723726 14924962 14924988 14847398 14720387 14858917 14859144 14846102 15632262 14728350 14727587 14728323 14844290 14782087 14785422 14782359 14849695 14976901 14924988 14847398 14846120 14924962 15706553 14727849 14782381 14789285 14782626 14785432 15252363 14846120 14924962 14790844 14847399 15638147 14924977 15252363 15638147 14924977 14783400 14781318 14713504 14716544 14976902 14858898 15636660 15252363 14717853 15696052 14846120 14924962 14924937 14924455 14720387 15704228 15635588 14727830 14782848 14788260 14859668 14849419 14858665 15706297 14859668 14925738 15632270 14781614 14782848 14788260 14849419 14858665 15706297 14924443 14925757 15638147 14924977 14846102 15632262 14976901 14846120 14924962 15637896 14782641 14784674 14719884 14924988 14847398 14720387 14854539 14782359 14779522 14844338 15252363 14925703 14720169 14925185 14713777 14720387 14719884 14847927 14856373 15706300 14785453 15706300 14849419 14780567 14925219 14925185 15638147 14924977 14720387 14782359 14849695 15252363 14782353 15697794 14924455 14854334 14782359 14849695 14780567 14925219 14720387 15638147 14924977 14779288 14847927 14779278 14858412 15252363 15631780 14925455 14846120 14924962 15710908 15710908 14720387 14854334 83 70 14714302 14925741 15708825 14976901 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 14844578 15634607 14715310 14791826 15252381 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 15697798 14860175 15252381 56 39 14847900 14859453 14925703 14925741 14727587 14728323 15252363 15706542 14854817 14717848 14782124 14780552 14727587 14728323 14925195 14728371 14722950 14847399 14844578 15706274 14727587 56 39 14782903 14859453 14925703 14925741 14924988 14847398 15252363 14781837 14924443 14925725 14782848 14788260 14924443 14925757 14925703 14925741 15638147 14924977 14790844 14847399 15252363 14780847 15632262 14728350 14727587 14728323 14782087 14785422 14854817 14717848 56 39 15637896 14782641 15710364 14844578 15704228 15635588 14784674 14719884 14924988 14847398 14854539 14782359 14779522 14844338 14854817 14717848 15252381 56 39 14782124 14780552 14727587 14728323 14925195 14728371 14722950 14847399 14844578 14925703 14925741 14727587 56 39 14850991 14924988 14847398 14847888 15705775 15630475 14784674 14719884 14783409 14847927 14720387 14924443 14925725 14924988 14847398 56 39 14781837 14845597 14852794 14720387 14924443 14925725 14781578 14844071 14859175 14713504 14924443 14925757 15638147 14924977 14780567 14925219 15252363 15697798 14860175 14858166 14846120 14924962 14719884 14847927 14924455 14720387 14924443 14925725 14848673 14782358 14924971 14785422 14858639 14853021 15631024 14720387 14779572 14791826 15252363 14782358 14924971 14789284 14850991 14925703 14925703 14854553 14715319 15252363 14781837 15631024 14720387 14785422 14847406 14925193 14783134 14854817 14925205 14847407 14720387 14779572 14791826 14925703 14925741 14925703 14925741 14783155 14847927 15704228 15635588 15630475 14785186 15252363 14788744 14858900 14782358 14924971 15706531 14925757 15696045 14856374 14781837 15704228 15635588 14845597 14720387 14785715 14852794 14925185 14925703 14714302 14714302 15252363 14782358 14924971 15631546 15710380 14925706 14846093 14858626 14720387 14779572 15706542 14924455 14924971 14924436 15641995 14847927 14976901 15632285 15710336 14924962 14925708 14782910 14859144 14846120 14924962 14844596 14791855 14782358 14924971 14847407 14780294 15252381 14854559 14782910 14727830 14724254 61 39 112 112 112 41 109 55 41 100 105 14858665 14923942 14844587 14924688 14846128 61 39 109 55 109 110 102 104 126 114,14847385 14844587 14848641 14847398
1785,14853021 14728371 14925479 14779560,14853021 14728371 14925479 14779560 14925716 14925757 55 42 49 14857606 14854830 14854807 14925479 14779560 14850238 14844604 14859143 14846102 14720387 14856354 14844592 70 87 87 15252363 15704228 14844340 15252381 54 14976902 14854830 14854807 14925706 15697082 14925756 14847407 14850238 14844604 14852794 14925479 14779560 15252380 53 14976902 14854577 15635128 14728328 14860223 14851239 14858398 14722443 14849419 14785209 14778511 15252363 14782631 14791826 14850717 14781318 14850238 14844604 14854830 14854807 14852794 14925479 14779560 15252380 52 14976902 14854577 15635128 14792102 14785422 14789284 14722729 14850238 14844604 14854830 14854807 14852794 14925479 14779560 14720387 14782910 14791826 15252380 51 14976902 14854830 14854807 14779522 14728365 14781874 15704225 15252363 14925706 15630986 14849935 14854577 15635128 15710364 15705739 14852794 14925479 14779560 14850238 14844604 14851228 14853024 15634601 15639967 14976901 14976919 14854830 14854807 14925479 14779560 14844604 14925706 14852794 14976918 15639937 14844604 14925479 14779560 14784923 14788502 14849419 14854830 14854807 14925703 15708848 14782359 15635128 15252363 14854830 14854807 14846125 14785422 14854539 14782359 14925479 14779560 14850238 14844604 14924988 14847398 15252363 14784923 14788502 14782090 14924701 14779045 14779045 15635128 14853024 15252363 14859143 15699382 14976902 14728340 14784923 14976902 14782359 14713240 14976901 14784923 14854553 14782359 14713240 14849929 15252363 14854830 14854807 15710367 14924701 14858640 14847927 14779272 14853009 14779533 14848411 14976901 14780567 15630741 15252381 15710361 14728362 52 14789542 14925706 14854539 14782359 14925479 14779560 14850238 14844604 15252363 14784923 14788502 14858166 14924701 14784936 15701897 14789308 14925222 14976901 14976919 14854830 14854807 15696045 14847921 15697082 14847388 14859190 14976918 14854577 15635128 14849419 14854830 14854807 14925703 15708848 15706553 14854557 14925479 14779560 14850238 14844604 14720169 14788480 14849419 14854577 14859690 14852753 14847414 15252363 14780567 15641759 14854830 14854807 14721192 14784902 14780320 15252363 15710888 14924977 15632285 15710336 14854334 14854830 14854807 14794670 15638959 14780567 15630741 14976902 14779522 14786216 14847407 14717884 14976902 15706282 15636660 14925205 14847407 14723726 14782910 14859144 15252363 15645588 14847414 14859154 14854331 14854830 14854807 15630986 14849935 14854577 15635128 14854539 14782359 14925479 14779560 14850238 14844604 14924988 14847398 14976901 14976919 14792102 14785422 14782910 14791826 14976918 14925479 14779560 14858120 15709107 14853292 14849419 14782359 15635128 14714026 14714302 15252363 14854817 14925479 14854577 15635128 15706297 14854021 15252363 15697333 14844856 15706266 15639967 15252363 15637896 14782641 14860201 14924455 15704228 14844340 15634601 15639967 15252363 15710367 14846120 14924962 14849419 14844593 14924945 14854577 15635128 14925703 15708848 14780837 15706543 14854817 14925479 15697333 14844856 14728328 15641995 14849671 14976901 14976919 14792102 14785422 14780053 14858372 14976918 14792102 14785422 14780053 14858372 14850717 14781318 14925706 14925708 14846396 15252363 14781858 14849930 14846085 14847399 14925479 14779560 14791612 14847407 14849952 14976901 14853038 14853038 14785422 14779533 14848411 15252363 14852995 14852995 14858640 14852794 14721979 14976901 15710367 14723726 14924935 14925455 15252363 14858412 14846396 14728350 14854830 14854807 15639937 14844604 15639952 14925479 14779560 14788502 15252358,14856354 14844592
1786,14858120 14854817 14924443 14782848,15706274 14859667 14717871 14786472 14858120 14854817 14924443 14782848 14925757 14726055 14785175 15252363 14925757 14859960 14853024 14858120 14854817 14717848 14785418 14847398 14976901 39 14858120 14854817 14786472 14783134 15697333 14925738 14858639 15630474 15704454 14720387 14925703 14925741 15638449 14789042 15252363 14924443 14782848 14925706 15706557 14786472 14850991 15641759 15697796 14925738 15710367 14786472 14850991 14856354 14924443 14925738 15631546 14846631 14785422 14925753 15708596 15710908 15630474 14720387 14847873 15630472 14976901 14858166 14850991 14924941 14859955 14782358 14851258 15701648 14849930 14924443 14854577 15698348 15708039 14844559 14717848 15252363 15698596 15698352 14925185 15706301 15709082 14858131 14782848 14854817 14852753 14976901 14782358 14924971 14925464 14925757 14925452 15641987 14845365 15252363 14925757 14925452 15641759 14844595 14976901 39 15706274 14859667 14717871 14925756 15704454 14924962 14859955 15645059 14849419 14726844 14850444 14847893 14847873 15252363 14847873 14925757 14925703 15696052 14844586 14859955 14728608 14849419 14844318 14925245 14976902 14844318 14716590 14976902 14781845 14779522 41 41 41 14726844 14847916 14976901 15710367 14783400 14781318 14784411 14726053 15252363 14925756 15704454 14857874 14715319 14924703 14721159 14720387 14924443 14782848 14976901 14924188 14859960 14853024 14858120 14854817 14717848 14846085 15697796 14976901 14786472 14925706 15635358 14720387 14726055 14785175 14976901 14860171 14785436 14858120 14854817 14717848 14924971 14852794 14852794 14854817 14925479 15252363 14925738 14851258 14782848 14846865 14846621 14853024 14726585 14790838 15252363 14720191 14923942 14924962 14849929 14720387 15706301 15709082 14852753 14858113 14924701 14785422 14785715 14853021 14720387 14925738 14851258 14858640 14925756 14976901,14783134 15697333 14854817 14925479
1787,14786237 15697082 15706282 15636660 14785469 14851759 14925245 54 53 52,14717874 15635335 14785469 14851759 14925245,14847385 14844587 14848641 14847398
1788,100 104 106 41 96 125 101 41 102 105 99 117 104 110 99,15706282 15636660 14849935 14782359,14856354 14844592
1789,14846601 15631777 14925206 88 14854542 14846612 14724264,14846601 15631777 14925206 15252363 14721212 14847407 14925205 15697555 14782641 14924964 14720387 15635335 14848937 14723494 14718849 14847918 14851759 14976901 39 14846125 14717871 14782092 14785469 15252363 14723494 14718849 15697794 15637896 14782641 15637896 14850999 14784674 14719884 15635335 14848937 14849695 14856354 14924443 14716337 14780294 15252363 14854553 14782641 14925185 15704228 14925725 14847398 15708312 15710364 14779522 14844338 14780567 14924188 14783400 14781318 15252380 14846093 14782641 14854566 14782142 14849923 14726844 14782848 14924977 15252363 14780567 15641759 14851237 15638424 14856354 14924443 14783119 14715264 15252380 14925703 14782092 14784674 14719884 15635335 14848937 14783159 14781097 14846093 14847873 14784919 14847888 15705775 15252363 14721174 14854817 14844340 14723729 14923930 15706246 14782910 14849942 14976901 39 14846125 14717871 14782092 14785469 15252363 15635335 14848937 14849695 15637896 14782641 15637896 14850999 15708312 15710364 14854565 14782384 14781837 14780582 14848641 14785469 15252363 14782092 14785469 14782124 14780552 14925703 15635369 14859144 14858898 14844578 14854565 14782384 15708803 14782878 15252363 14859453 14724236 14856354 14924443 14924988 14847398 14780567 15630741 14782626 14860223 14856354 14924443 15252363 14847918 14717871 14850999 14851257 14854557 14924426 14782100 14846630 14854553 14782641 14781858 14852992 14781595 15706552 15705739 15712173 15252363 14844290 15631535 14792088 15632285 14925219 14791302 14852485 14858665 14923942 15699883 14723463 14846610 14786452 14717871 14976901 39 14858113 15635335 14848937 14723494 14718849 15705218 15710364 14782092 14785469 15252363 14786489 15701648 14780567 15641759 15635335 14848937 14925725 14728366 14976901,14847385 14844587 14848641 14847398
1790,15706282 15636660 15706241 14847916 54 52 50 51 63 49 54 55 41 53 51,15706282 15636660 15706241 14847916,14856354 14844592
